term,subject,course_name,course_number,crn,section,frequency,time,days,location,date_range,schedule_type,instructor,instructional_method,units,additional_information
202501,GEOG,Political and Economic Geography,211,21556,GEOG 211,Every Week,2:30 pm - 4:20 pm,W,David Turpin Building B307,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 211 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,Political and Economic Geography,211,21557,GEOG 211,Every Week,12:30 pm - 2:20 pm,F,David Turpin Building B307,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 211 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,Social and Cultural Geography,218,21558,GEOG 218,Every Week,10:00 am - 11:20 am,MR,Clearihue Building A224,"Jan 06, 2025 - Apr 04, 2025",Lecture,Jennifer Charlotte Dorothea  Mateer (P),Face-to-face,1.500,Your registration in this course is not complete if you are not registered for both the lecture (A01) and one of the labs (B01 to B04).
202501,GEOG,Social and Cultural Geography,218,21559,GEOG 218,Every Week,2:30 pm - 4:20 pm,M,David Turpin Building B311,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 218 A01. Do not register in a Lab if you are waitlisted for the Lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,Social and Cultural Geography,218,21560,GEOG 218,Every Week,10:30 am - 12:20 pm,T,David Turpin Building B311,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 218 A01. Do not register in a Lab if you are waitlisted for the Lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,Social and Cultural Geography,218,21561,GEOG 218,Every Week,8:30 am - 10:20 am,W,David Turpin Building B311,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 218 A01. Do not register in a Lab if you are waitlisted for the Lecture. Lab registration is restricted to those students with a seat in the Lecture.
202501,GEOG,Social and Cultural Geography,218,21562,GEOG 218,Every Week,12:30 pm - 2:20 pm,W,David Turpin Building B311,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must also be registered for GEOG 218 A01. Do not register in a Lab if you are waitlisted for the Lecture. Lab registration is restricted to those students with a seat in the Lecture.
202409,ES,TPCS:ECOLOGICAL RESTORATN: Science Communication for Ecological Restoration,382,11585,ES 382,Every Week,2:00 pm - 4:50 pm,R,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Alina Cristina  Fisher (P),Online with some face-to-face,1.500,
202409,SOSC,Scholars Seminar,100,13190,SOSC 100,Every Week,11:30 am - 12:50 pm,MR,Clearihue Building C111,"Sep 04, 2024 - Dec 04, 2024",Lecture,Paweena   Sukhawathanakul (P),Face-to-face,1.500,"Permission of department required for registration in this section. To apply, please send your completed application found here https://www.uvic.ca/socialsciences/students/hands-on-learning/index.php and email it to soscassist@uvic.ca."
202409,SOSC,Scholars Seminar,100,13191,SOSC 100,Every Week,11:30 am - 12:50 pm,MR,Clearihue Building D131,"Sep 04, 2024 - Dec 04, 2024",Lecture,Allyson Fiona  Hadwin (P),Face-to-face,1.500,"Permission of department required for registration in this section. To apply, please send your completed application found here https://www.uvic.ca/socialsciences/students/hands-on-learning/index.php and email it to soscassist@uvic.ca."
202501,GEOG,Quantitative Methods in Geography,226,21569,GEOG 226,Every Week,9:00 am - 9:50 am,MR,Cornett Building B129,"Jan 06, 2025 - Apr 04, 2025",Lecture,Mark S.  Flaherty (P),Face-to-face,1.500,Your registration in this course is not complete if you are not registered for both the lecture (A01) and one of the labs (B01 to B03).
202501,GEOG,Quantitative Methods in Geography,226,21570,GEOG 226,Every Week,12:30 pm - 2:20 pm,M,David Turpin Building A251,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 226 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Quantitative Methods in Geography,226,21571,GEOG 226,Every Week,11:30 am - 1:20 pm,R,David Turpin Building A253,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 226 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Quantitative Methods in Geography,226,21572,GEOG 226,Every Week,12:30 pm - 2:20 pm,F,David Turpin Building A251,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 226 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Introduction to GIS,222,21563,GEOG 222,Every Week,10:30 am - 11:20 am,TW,David Turpin Building A104,"Jan 06, 2025 - Apr 04, 2025",Lecture,Ian Joseph  O'Connell (P),Face-to-face,1.500,Your registration in this course is not complete if you are not registered for both the lecture (A01) and one of the labs (B01 to B05).
202501,GEOG,Introduction to GIS,222,21564,GEOG 222,Every Week,2:30 pm - 4:20 pm,M,David Turpin Building A251,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 222 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Introduction to GIS,222,21565,GEOG 222,Every Week,12:30 pm - 2:20 pm,T,David Turpin Building A251,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 222 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Introduction to GIS,222,21566,GEOG 222,Every Week,8:30 am - 10:20 am,W,David Turpin Building A251,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 222 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Introduction to GIS,222,21567,GEOG 222,Every Week,12:30 pm - 2:20 pm,W,David Turpin Building A251,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 222 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Introduction to GIS,222,21568,GEOG 222,Every Week,10:30 am - 12:20 pm,R,David Turpin Building A251,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 222 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,THEA,Theatre History IV,347,23096,THEA 347,Every Week,4:00 pm - 5:20 pm,MR,Phoenix Theatre 102,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Face-to-face,1.500,
202409,SOSC,Introduction to Professional Practice,200,13192,SOSC 200,Every Week,2:30 pm - 3:50 pm,T,Engineering Comp Science Bldg 116,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Natasha   Jamal (P),Face-to-face,0.000,
202409,SOSC,Introduction to Professional Practice,200,13193,SOSC 200,Every Week,4:30 pm - 5:50 pm,T,Hickman Building 105,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Natasha   Jamal (P),Face-to-face,0.000,
202409,SOSC,Introduction to Professional Practice,200,13194,SOSC 200,Every Week,3:30 pm - 4:50 pm,W,Clearihue Building A127,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Lina   Guo (P),Face-to-face,0.000,
202409,SOSC,Introduction to Professional Practice,200,13195,SOSC 200,Every Week,3:30 pm - 4:50 pm,R,Engineering Comp Science Bldg 125,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Lina   Guo (P),Face-to-face,0.000,
202409,SOCW,An Introduction to Social Work Practice,200A,13118,SOCW 200A,Every Week,9:30 am - 12:20 pm,T,MacLaurin Building D114,"Sep 04, 2024 - Dec 04, 2024",Lecture,Michele   Fairbairn (P),Face-to-face,1.500,This course is for the on campus cohort.
202409,SOCW,An Introduction to Social Work Practice,200A,13119,SOCW 200A,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Michele   Fairbairn (P),Fully Online,1.500,"This course will be offered online and asynchronous, but may include some synchronous (real-time) sessions throughout the term."
202501,GEOG,Introduction to Remote Sensing,228,21573,GEOG 228,Every Week,6:30 pm - 8:20 pm,R,Cornett Building A221,"Jan 06, 2025 - Apr 04, 2025",Lecture,Eduardo Araujo  Loos (P),Face-to-face,1.500,Your registration in this course is not complete if you are not registered for both the lecture (A01) and one of the labs (B01 to B04).
202501,GEOG,Introduction to Remote Sensing,228,21574,GEOG 228,Every Week,10:30 am - 12:20 pm,M,David Turpin Building A253,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 228 A01. Do not register in a lab if you are waitlisted for the Lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Introduction to Remote Sensing,228,21575,GEOG 228,Every Week,12:30 pm - 2:20 pm,T,David Turpin Building A253,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 228 A01. Do not register in a lab if you are waitlisted for the Lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Introduction to Remote Sensing,228,21576,GEOG 228,Every Week,10:30 am - 12:20 pm,W,David Turpin Building A253,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 228 A01. Do not register in a lab if you are waitlisted for the Lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Introduction to Remote Sensing,228,21577,GEOG 228,Every Week,12:30 pm - 2:20 pm,W,David Turpin Building A253,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 228 A01. Do not register in a lab if you are waitlisted for the Lecture. Lab registration is restricted to those students with a seat in the lecture.
202409,SOCW,Introduction to the Critical Analysis of Social Welfare in Canada,200B,13120,SOCW 200B,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Marina Joan  Bochar (P),Fully Online,1.500,"This course will be offered online and asynchronous, but may include some synchronous (real-time) sessions throughout the term."
202501,GEOG,Introduction to Environmental Data Analysis,230,21578,GEOG 230,Every Week,10:00 am - 11:20 am,MR,Hickman Building 110,"Jan 06, 2025 - Apr 04, 2025",Lecture,David Elmer  Atkinson (P),Face-to-face,1.500,
202501,GEOG,Introduction to Environmental Data Analysis,230,21579,GEOG 230,Every Week,12:30 pm - 2:20 pm,M,David Turpin Building A253,"Jan 06, 2025 - Apr 04, 2025",Tutorial,TBA,Face-to-face,0.000,
202501,GEOG,Introduction to Environmental Data Analysis,230,21580,GEOG 230,Every Week,8:30 am - 10:20 am,W,David Turpin Building A253,"Jan 06, 2025 - Apr 04, 2025",Tutorial,TBA,Face-to-face,0.000,
202501,THEA,Scenic Design,352,23097,THEA 352,Every Week,2:30 pm - 3:50 pm,TW,Phoenix Theatre 112,"Jan 06, 2025 - Apr 04, 2025",Gradable Lab,Patrick Anthony  Du Wors (P),Face-to-face,1.500,
202409,ES,"Mindfulness, Sustainability and Social Change",407,11586,ES 407,Every Week,5:30 pm - 8:20 pm,W,Hickman Building 116,"Sep 04, 2024 - Dec 04, 2024",Lecture,James K  Rowe (P),Face-to-face,1.500,
202409,SOCW,Social Work Practicum I,304,13681,SOCW 304,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Practicum,Kim   Grzybowski (P),Fully Online,2.250,"Permission of department required for registration in this section. This is the first half of a full year course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in SOCW304 A01 in First Term and SOCW304 A01 in Second Term."
202409,SOCW,Social Work Practicum I,304,13121,SOCW 304,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Practicum,Jodi-Ann   Hoffman (P),Fully Online,4.500,Permission of department required for registration in this section.
202409,SOCW,Social Work Practicum I,304,13122,SOCW 304,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Practicum,Kim   Grzybowski (P),Fully Online,4.500,Permission of department required for registration in this section.
202409,SOCW,Social Work Practicum by Prior Learning Assessment (PLA),304A,13123,SOCW 304A,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Practicum,Gayle A  Ployer (P),Fully Online,4.500,Permission of department required for registration in this section.
202501,GEOG,Biogeography,274,21581,GEOG 274,Every Week,11:30 am - 12:50 pm,MR,Cornett Building A125,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Face-to-face,1.500,Your registration in this course is not complete if you are not registered for both the lecture (A01) and one of the labs (B01 to B04).
202501,GEOG,Biogeography,274,21582,GEOG 274,Every Week,8:30 am - 10:20 am,T,David Turpin Building B307,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 274 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Biogeography,274,21583,GEOG 274,Every Week,12:30 pm - 2:20 pm,T,David Turpin Building B307,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 274 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Biogeography,274,21584,GEOG 274,Every Week,8:30 am - 10:20 am,W,David Turpin Building B307,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 274 A01. Do not register in a Lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Geomorphology,276,21585,GEOG 276,Every Week,11:30 am - 12:20 pm,TWF,Cornett Building A221,"Jan 06, 2025 - Apr 04, 2025",Lecture,Sophie   Norris (P),Face-to-face,1.500,Your registration in this course is not complete if you are not registered for both the lecture (A01) and one of the labs (B01 to B04).
202501,GEOG,Geomorphology,276,21586,GEOG 276,Every Week,2:30 pm - 4:20 pm,T,David Turpin Building B303,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 276 A01. Do not register in a lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Geomorphology,276,21587,GEOG 276,Every Week,12:30 pm - 2:20 pm,W,David Turpin Building B303,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 276 A01. Do not register in a lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Geomorphology,276,21588,GEOG 276,Every Week,2:30 pm - 4:20 pm,R,David Turpin Building B303,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 276 A01. Do not register in a lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Geomorphology,276,21589,GEOG 276,Every Week,9:30 am - 11:20 am,F,David Turpin Building B303,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,You must be registered for GEOG 276 A01. Do not register in a lab if you are waitlisted for the lecture. Lab registration is restricted to those students with a seat in the lecture.
202501,GEOG,Environmental Impact Assessment,301,21590,GEOG 301,Every Week,10:00 am - 11:20 am,MR,Cornett Building A225,"Jan 06, 2025 - Apr 04, 2025",Lecture,Cameron   Owens (P),Face-to-face,1.500,
202409,ES,Indigenous Political Ecologies of the Shoreline,413,11587,ES 413,Every Week,2:30 pm - 5:20 pm,T,Clearihue Building A329,"Sep 04, 2024 - Dec 04, 2024",Lecture,Caolan   Barr (P),Face-to-face,1.500,
202501,THEA,Ways of Seeing,357,23098,THEA 357,Every Week,11:30 am - 12:50 pm,MR,Phoenix Theatre 141,"Jan 06, 2025 - Apr 04, 2025",Lecture,Carmen   Alatorre (P),Face-to-face,1.500,Permission of the department is required for registration in this section.
202501,THEA,Assisting the Designer on the Mainstage,358,23099,THEA 358,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,"Patrick Anthony  Du Wors (P), Carmen   Alatorre",Face-to-face,1.500,Permission of the department is required for registration in this section.
202409,SOCW,Anti-Racist Social Work,312B,13132,SOCW 312B,Every Week,1:30 pm - 4:20 pm,T,Clearihue Building A208,"Sep 04, 2024 - Dec 04, 2024",Lecture,Susan   Ramsundarsingh (P),Face-to-face,1.500,This course is for the on campus cohort.
