PID,Course ID,Subject Code,Title,Description,Credits,Prerequisites,Corequisites,Recommendations,Notes
HkZ9RwpmV,BME401D,BME,Special Topics in Biomedical Engineering,Presents material in an emerging field or one not covered in regular offerings that includes an engineering design component. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the offered topic. *Lab hours may vary depending on the topic.,1.5,,,,"Credit will be granted for only one of BME 401D, BME 401A (if taken in the same topic), BME 401B (if taken in the same topic), BME 401C (if taken in the same topic), BME580 (if taken in the same topic), ECE 496A (if taken in the same topic), ECE 496B (If taken in the same topic), ECE 496C (if taken in the same topic), ECE 496D (if taken in the same topic), MECH 450A (if taken in the same topic), MECH 450B (if taken in the same topic), MECH 450C (if taken in the same topic), MECH 450D (if taken in the same topic), MECH 450E (if taken in the same topic), and MECH 450F (if taken in the same topic). May be offered as a joint undergraduate and graduate class."
rku2l5Mvo,BME410,BME,Bioprinting and 3D Printing Human Body Parts,"Revolutionizing available medical treatments with 3D printing and bioprinting. Collaboration between biomedical engineers, scientists and critically – clinicians. Ethical considerations and ramifications of technological advances. Includes a design project",1.5,Complete all of the following Complete 1 of: BME350 - Biomedical Engineering Design (2.0) ECE399 - Design Project I (1.5) MECH350 - Engineering Design (1.5) Complete all of: ENGR002 - Work Term 2 (4.5),,,"Credit will be granted for only one of BME 410, BME 401B (if taken in the same topic), BME 510. A combined undergraduate and graduate course."
HJldV5Gvs,BME420,BME,Human Factors and Usability Engineering for Medical Devices,"Regulatory considerations for developing medical devices. Human factors associated with biomedical device design. Usability studies and clinical trials. Safety and Risk Assessment and Management in the usability engineering process to maximize safety. Design control concepts including Design History File and the Device Master Record. The life cycle of a medical device and quality management systems, device performance and the continuous improvement process. Case studies. A final design project focused on developing a medical device.",1.5,Complete all of: BME350 - Biomedical Engineering Design (2.0) ENGR002 - Work Term 2 (4.5),,,"Credit will be granted for only one of BME 420, BME 401C (if taken in the same topic), BME 520. A combined undergraduate and graduate course."
rkWcADaXV,BME401C,BME,Special Topics in Biomedical Engineering,Presents material in an emerging field or one not covered in regular offerings that includes an engineering design component. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the offered topic. *Lab hours may vary depending on the topic.,1.5,,,,"Credit will be granted for only one of BME 401C, BME 401A (if taken in the same topic), BME 401B (if taken in the same topic), BME 401D (if taken in the same topic), BME580 (if taken in the same topic), ECE 496A (if taken in the same topic), ECE 496B (If taken in the same topic), ECE 496C (if taken in the same topic), ECE 496D (if taken in the same topic), MECH 450A (if taken in the same topic), MECH 450B (if taken in the same topic), MECH 450C (if taken in the same topic), MECH 450D (if taken in the same topic), MECH 450E (if taken in the same topic), and MECH 450F (if taken in the same topic). May be offered as a joint undergraduate and graduate class."
H1be9RvaXE,BME401B,BME,Special Topics in Biomedical Engineering,Presents material in an emerging field or one not covered in regular offerings that includes an engineering design component. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the offered topic. *Lab hours may vary depending on the topic.,1.5,,,,"Credit will be granted for only one of BME 401B, BME 401A (if taken in the same topic), BME 401C (if taken in the same topic), BME 401D (if taken in the same topic), BME580 (if taken in the same topic), ECE 496A (if taken in the same topic), ECE 496B (If taken in the same topic), ECE 496C (if taken in the same topic), ECE 496D (if taken in the same topic), MECH 450A (if taken in the same topic), MECH 450B (if taken in the same topic), MECH 450C (if taken in the same topic), MECH 450D (if taken in the same topic), MECH 450E (if taken in the same topic), and MECH 450F (if taken in the same topic). May be offered as a joint undergraduate and graduate class."
r1BvRPzP8,BME404,BME,Special Topics in Biomedical Engineering ,Presents material in an emerging field or one not covered in regular offerings. Entrance will be restricted to third- and fourth-year students who meet the prerequisite specified for the topic to be offered. *Lab hours may vary depending on the topic.,1.5,,,,
B1TF7nkdS,BME402,BME,Biomedical Imaging Modalities,"Principles of biomedical imaging modalities with emphasis on ultrasound, x-ray, computed tomography (CT) and magnetic resonance imaging (MRI). The theory of wave propagation, impedance matching, wave-particle duality, quantum physics and nuclear magnetic resonance for medical imaging.",1.5,Complete all of the following Complete 1 of: BME335 - Biosensors and Instrumentation (1.5) ECE335 - Biosensors and Instrumentation (1.5) ECE340 - Applied Electromagnetics and Photonics (1.5) Complete all of: MATH204 - Calculus IV (1.5),,,"Credit will be granted for only one of BME 402, ECE 402."
rJzcCv6QE,BME434,BME,Biophotonics,"An overview of basic optics (including the principles of lasers), biology and photobiology. Practical applications are presented including bioimaging, biosensing and microarray technologies, flow cytometry, photodynamic therapy, tissue engineering (including laser surgery) and laser scissors and tweezers.",1.5,Complete 1 of: ECE340 - Applied Electromagnetics and Photonics (1.5) ELEC340 - Applied Electromagnetics and Photonics (1.5),,,"Credit will be granted for only one of BME 434, ECE 434, ELEC 434."
SJJCn21dB,BME448,BME,Introduction to Musculoskeletal Biomechanics,"Engineering analysis of musculoskeletal (MSk) systems. Study of basic MSk anatomy and nomenclature, effects of muscle, bone, tendons, and ligaments on MSk biomechanics. Biomechanical kinematic and force via first principles and spatial transformation methods. Technologies and methods used to assess MSk biomechanical variables. Applications of above concepts to computer assisted surgery and computational modelling.",1.5,Complete all of the following Complete 1 of: BME350 - Biomedical Engineering Design (2.0) MECH350 - Engineering Design (1.5) Complete all of: MECH220 - Mechanics of Solids I (1.5) MECH242 - Dynamics (1.5),,,"Credit will be granted for only one of BME 448, BME 401D (if taken in the same topic), MECH 448, MECH 450D (if taken in the same topic), MECH 580 (if taken in the same topic)."
SJMcCDaQN,BME481,BME,Biomaterials and Tissue Engineering,"Introduction to the types of biomaterials and their associated properties. Experimental characterization techniques including microscopy, detection of chemical compositions, protein adsorption and immunoreactivity. Methods for combining biomaterials with cells to engineer tissues.",1.5,Complete all of the following Complete 1 of: BME350 - Biomedical Engineering Design (2.0) MECH350 - Engineering Design (1.5) Complete all of: ENGR002 - Work Term 2 (4.5) and minimum fourth-year standing in the Biomedical Engineering or Computer Engineering or Civil Engineering or Electrical Engineering or Mechanical Engineering program.,,,"Credit will be granted for only one of BME 481, MECH 450 (if taken in the same topic), MECH 481, MECH 515."
rkAmIhJOB,BME452,BME,Microfluidics for Biomedical and Energy Applications,Transport phenomena in microscale. Fundamentals of microfabrication techniques for microfluidic devices. Flow control in microfluidic systems. Recent advances in designing microscale diagnostics and analytical systems. An overview of the applications of microfluidic systems in biology and the concept of organ-on-chip. An overview of the use of microscale technologies for energy applications.,1.5,Complete all of: MECH345 - Mechanics of Fluids (1.5),,,"Credit will be granted for only one of BME 452, BME 401A (if taken in the same topic), MECH 450F (if taken in the same topic), MECH 452, MECH 580 (if taken in the same topic)."
HJXTasGuV,BME490,BME,Technical Project,"Provides an opportunity to carry out a project of a technical level similar to 4th year electives, under the supervision of a faculty member. Requires independent study of current technical literature. When feasible, the design should be assessed in the laboratory. A complete report must be presented at the end of the term.",1.5,Complete all of the following Complete all of: BME350 - Biomedical Engineering Design (2.0) BME335 - Biosensors and Instrumentation (1.5) ENGR003 - Work Term 3 (4.5) and permission of the department,,,"Credit will be granted for only one of BME 490, BME 498, ECE 490, ELEC 490, ECE 498, ELEC 498, MECH 497, MECH 498, and MECH 499. May be taken only once."
SJlG9AwTmN,BME498,BME,Honours Thesis,The honours thesis provides an opportunity for selected students to carry out a major design or research project under the supervision of a faculty member. The project requires independent study of the current technical literature and independent research or design work. Each student presents a complete report at the end of the term and makes an oral presentation of the findings.,3.0,Complete all of the following Minimum GPA of 6.0 in all of Year 3 Biomedical Engineering courses permission of the program.,,,"Not open for credit to students with credit in any of BME 490, CENG 499, ECE 498, ECE 499, ELEC 498, ELEC 499, MECH 498, MECH 499. This course may only be taken once, replacing two technical electives, one of which can be CENG 499, ECE 499, ELEC 499, MECH 499."
r1e06RP6XN,CHEM101,CHEM,Fundamentals of Chemistry from Atoms to Materials,"Introduction to theories of atomic and molecular structure. Description of materials properties with a focus on phases, intermolecular forces, band structure and conductivity. Introduction to organic materials, including polymers. Laboratory emphasizes chemical techniques typically needed in a scientific environment including observing, recording and discussing experimental data.",1.5,Complete all of the following Chemistry 11 Complete 1 of the following Complete all of: MATH120 - Precalculus Mathematics (1.5) Pre-Calculus 12 Principles of Mathematics 12 or permission of the department.,,,"Credit will be granted for only one of CHEM 101, CHEM 100, CHEM 124, CHEM 140, CHEM 150."
Syz0CvTmE,CHEM212,CHEM,Introduction to Quantitative Analysis,"Introduction to quantitative analytical chemistry, data analysis, and chemical equilibrium and buffers. Application of analytical techniques for sampling, chemical separations and quantification. Laboratory focuses on quantitative measurements and their application to introductory analytical and physical chemistry experiments.",1.5,Complete all of: CHEM102 - Chemical Reactivity Fundamentals with Environmental Applications (1.5),,,"Credit will be granted for only one of CHEM 212, CHEM 312."
