UVIC Course Description,Subject,Course Number,Course Name
ECE470 - Artificial Intelligence,ECE,470,Artificial Intelligence
ECE471 - Computer Vision,ECE,471,Computer Vision
ECE481 - Analog VLSI Systems,ECE,481,Analog VLSI Systems
ECE482 - Electrical Drive Systems,ECE,482,Electrical Drive Systems
ECE483 - Digital Video Processing,ECE,483,Digital Video Processing
ECE484 - Audio Signal Processing,ECE,484,Audio Signal Processing
ECE485 - Data Analysis and Pattern Recognition,ECE,485,Data Analysis and Pattern Recognition
ECE486 - Multiresolution Signal and Geometry Processing With C++,ECE,486,Multiresolution Signal and Geometry Processing With C++
ECE488 - Electrical Power Systems,ECE,488,Electrical Power Systems
ECE490 - Directed Studies,ECE,490,Directed Studies
ECE496A - Selected Topics in Electrical and Computer Engineering,ECE,496A,Selected Topics in Electrical and Computer Engineering
ECE496B - Selected Topics in Electrical and Computer Engineering,ECE,496B,Selected Topics in Electrical and Computer Engineering
ECE496C - Selected Topics in Electrical and Computer Engineering,ECE,496C,Selected Topics in Electrical and Computer Engineering
ECE496D - Selected Topics in Electrical and Computer Engineering,ECE,496D,Selected Topics in Electrical and Computer Engineering
ECE497 - Thesis,ECE,497,Thesis
ECE498 - Honours Thesis,ECE,498,Honours Thesis
ECE499 - Design Project II,ECE,499,Design Project II
ENGR001 - Work Term 1,ENGR,1,Work Term 1
ENGR002 - Work Term 2,ENGR,2,Work Term 2
ENGR003 - Work Term 3,ENGR,3,Work Term 3
ENGR004 - Work Term 4,ENGR,4,Work Term 4
ENGR110 - Design and Communication I,ENGR,110,Design and Communication I
ENGR112 - Design I,ENGR,112,Design I
ENGR120 - Design and Communication II,ENGR,120,Design and Communication II
ENGR121 - Design II,ENGR,121,Design II
ENGR130 - Introduction to Professional Practice,ENGR,130,Introduction to Professional Practice
ENGR141 - Engineering Mechanics,ENGR,141,Engineering Mechanics
ENGR240 - Technical Writing,ENGR,240,Technical Writing
ENGR297 - Technology and Society,ENGR,297,Technology and Society
ENGR446 - Technical Report,ENGR,446,Technical Report
ENGR498 - Engineering Law,ENGR,498,Engineering Law
ENSH101 - Themes in Literature (AWR),ENSH,101,Themes in Literature (AWR)
ENSH102 - Literature in Action (AWR),ENSH,102,Literature in Action (AWR)
ENSH200 - Foundations of Writing Literary Criticism,ENSH,200,Foundations of Writing Literary Criticism
ENSH201 - Writing with Style,ENSH,201,Writing with Style
"ENSH202 - Technical Communications, Written and Verbal",ENSH,202,"Technical Communications, Written and Verbal"
ENSH203 - Professional Communication Foundations,ENSH,203,Professional Communication Foundations
ENSH210 - How Poetry Works,ENSH,210,How Poetry Works
ENSH211 - How Fiction Works,ENSH,211,How Fiction Works
ENSH212 - How Drama Works,ENSH,212,How Drama Works
ENSH213 - How Popular Genres Work,ENSH,213,How Popular Genres Work
ENSH220 - Cultural Studies,ENSH,220,Cultural Studies
ENSH221 - Women's Writing,ENSH,221,Women's Writing
ENSH222 - Erotic Literature,ENSH,222,Erotic Literature
ENSH223 - Narrative Worldmaking,ENSH,223,Narrative Worldmaking
ENSH224 - Literary Modernism,ENSH,224,Literary Modernism
"ENSH230 - Literature, Self and Society",ENSH,230,"Literature, Self and Society"
ENSH231 - Literature and Psychology,ENSH,231,Literature and Psychology
ENSH232 - Literature and Myth,ENSH,232,Literature and Myth
ENSH233 - The Bible as Literature,ENSH,233,The Bible as Literature
ENSH240 - Introduction to a Major Author,ENSH,240,Introduction to a Major Author
ENSH250 - British Literature to 1660,ENSH,250,British Literature to 1660
ENSH251 - British Literature 1660-1945,ENSH,251,British Literature 1660-1945
ENSH252 - World Literatures,ENSH,252,World Literatures
ENSH253 - Canadian Literature,ENSH,253,Canadian Literature
ENSH254 - American Literature,ENSH,254,American Literature
ENSH255 - Indigenous Literatures,ENSH,255,Indigenous Literatures
ENSH300 - Practical Criticism (Majors),ENSH,300,Practical Criticism (Majors)
ENSH301 - Practical Criticism (Honours),ENSH,301,Practical Criticism (Honours)
ENSH302 - Copy Editing,ENSH,302,Copy Editing
ENSH303 - Writing for Business and the Private Sector,ENSH,303,Writing for Business and the Private Sector
ENSH304 - Writing for Government and the Public Sector,ENSH,304,Writing for Government and the Public Sector
ENSH305 - Visual Rhetoric for Professional Writers,ENSH,305,Visual Rhetoric for Professional Writers
ENSH306 - Communicating for the Environment,ENSH,306,Communicating for the Environment
ENSH307 - Effective Communication in Health Professions,ENSH,307,Effective Communication in Health Professions
ENSH308 - Speech Communication for Public and Private Sectors,ENSH,308,Speech Communication for Public and Private Sectors
ENSH309 - Fashion Communication,ENSH,309,Fashion Communication
ENSH310 - Speculative Fiction,ENSH,310,Speculative Fiction
ENSH311 - Crime and Detective Fiction,ENSH,311,Crime and Detective Fiction
ENSH312 - Horror,ENSH,312,Horror
ENSH313 - Children's Literature,ENSH,313,Children's Literature
ENSH314 - Young Adult Fiction,ENSH,314,Young Adult Fiction
ENSH315 - Coming of Age Novels,ENSH,315,Coming of Age Novels
ENSH316 - Creative Non-Fiction,ENSH,316,Creative Non-Fiction
ENSH320 - Special Topics in Narrative and Film,ENSH,320,Special Topics in Narrative and Film
ENSH321 - Special Topics in Authors on Screen,ENSH,321,Special Topics in Authors on Screen
ENSH322 - Shakespeare on Screen,ENSH,322,Shakespeare on Screen
ENSH323 - Special Topics in Media and Popular Culture,ENSH,323,Special Topics in Media and Popular Culture
ENSH324 - Comics and Graphic Novels,ENSH,324,Comics and Graphic Novels
ENSH325 - Games and Interactive Fiction,ENSH,325,Games and Interactive Fiction
ENSH330 - Literature and the Bible,ENSH,330,Literature and the Bible
ENSH331 - Epic Imagination,ENSH,331,Epic Imagination
"ENSH332 - Special Topics in Literature, Home and Away",ENSH,332,"Special Topics in Literature, Home and Away"
ENSH333 - Trans-Atlantic Literature,ENSH,333,Trans-Atlantic Literature
ENSH334 - Special Topics in Literature and Love,ENSH,334,Special Topics in Literature and Love
ENSH335 - Special Topics in Literature and Social Justice,ENSH,335,Special Topics in Literature and Social Justice
ENSH340 - Special Topics in a Major Author,ENSH,340,Special Topics in a Major Author
ENSH341 - Special Topics in Theories and Methods,ENSH,341,Special Topics in Theories and Methods
"ENSH342 - Special Topics in a Genre, Movement or Theme",ENSH,342,"Special Topics in a Genre, Movement or Theme"
ENSH346 - Old English Language and Literature,ENSH,346,Old English Language and Literature
ENSH347 - Major Figures or Movements in Medieval Literature,ENSH,347,Major Figures or Movements in Medieval Literature
ENSH348 - Themes in Medieval Literature,ENSH,348,Themes in Medieval Literature
ENSH351 - Renaissance Literature,ENSH,351,Renaissance Literature
ENSH352 - Renaissance Drama,ENSH,352,Renaissance Drama
ENSH353 - Shakespeare's Histories and Tragedies,ENSH,353,Shakespeare's Histories and Tragedies
ENSH354 - Shakespeare's Comedies and Romances,ENSH,354,Shakespeare's Comedies and Romances
ENSH355 - Milton,ENSH,355,Milton
ENSH359 - British Literature 1660-1750,ENSH,359,British Literature 1660-1750
ENSH360 - British Literature 1750-1800,ENSH,360,British Literature 1750-1800
ENSH364 - 19th-Century British Fiction,ENSH,364,19th-Century British Fiction
ENSH365 - Romantic Period Poetry,ENSH,365,Romantic Period Poetry
ENSH366 - Victorian Period Poetry,ENSH,366,Victorian Period Poetry
ENSH369 - 20th-Century Poetry in Britain and or Ireland,ENSH,369,20th-Century Poetry in Britain and or Ireland
ENSH370 - 20th-Century Drama in Britain and or Ireland,ENSH,370,20th-Century Drama in Britain and or Ireland
ENSH371 - 20th-Century Fiction in Britain and or Ireland,ENSH,371,20th-Century Fiction in Britain and or Ireland
ENSH372 - Contemporary Literature in Britain and or Ireland,ENSH,372,Contemporary Literature in Britain and or Ireland
ENSH376 - Literature in Canada to 1900,ENSH,376,Literature in Canada to 1900
ENSH377 - 20th-Century Literature in Canada,ENSH,377,20th-Century Literature in Canada
ENSH378 - Contemporary Literature in Canada,ENSH,378,Contemporary Literature in Canada
ENSH379 - Critiquing Settler-Colonialism in Canadian Literature,ENSH,379,Critiquing Settler-Colonialism in Canadian Literature
ENSH380 - Margaret Atwood,ENSH,380,Margaret Atwood
ENSH383 - Poetry in the United States,ENSH,383,Poetry in the United States
ENSH384 - Literature in the United States to 1900,ENSH,384,Literature in the United States to 1900
ENSH385 - Fiction in the United States 1900-1970,ENSH,385,Fiction in the United States 1900-1970
ENSH386 - Fiction in the United States 1970-present,ENSH,386,Fiction in the United States 1970-present
ENSH390 - Comparative World Literatures after 1900,ENSH,390,Comparative World Literatures after 1900
ENSH395 - Topics in Indigenous Literatures after 1900,ENSH,395,Topics in Indigenous Literatures after 1900
ENSH400 - Technical Communication,ENSH,400,Technical Communication
ENSH401 - Web Design,ENSH,401,Web Design
ENSH402 - Topics in Professional Communication,ENSH,402,Topics in Professional Communication
ENSH403 - Digital Communication and Social Media,ENSH,403,Digital Communication and Social Media
ENSH404 - Research for Professional Writers,ENSH,404,Research for Professional Writers
ENSH405 - Print Media Genres and Techniques for Professional Communication,ENSH,405,Print Media Genres and Techniques for Professional Communication
"ENSH406 - Strategic Communication in Arts, Culture and Tourism Sectors",ENSH,406,"Strategic Communication in Arts, Culture and Tourism Sectors"
ENSH480 - Advanced Theories and Methods,ENSH,480,Advanced Theories and Methods
ENSH481 - Advanced Special Topics Seminar,ENSH,481,Advanced Special Topics Seminar
ENSH482 - Community-Engaged Learning and Public Humanities,ENSH,482,Community-Engaged Learning and Public Humanities
ENSH483 - In the Archives,ENSH,483,In the Archives
ENSH484 - Field School in Literary and Cultural Studies,ENSH,484,Field School in Literary and Cultural Studies
ENSH490 - Directed Reading,ENSH,490,Directed Reading
ENSH492 - Directed Reading in Advanced Topics in Professional Communication,ENSH,492,Directed Reading in Advanced Topics in Professional Communication
ENSH493 - Directed Reading in Advanced Topics in Literary Study,ENSH,493,Directed Reading in Advanced Topics in Literary Study
ENSH499 - Honours Graduating Essay,ENSH,499,Honours Graduating Essay
ENT100 - Introduction to Entrepreneurship,ENT,100,Introduction to Entrepreneurship
ENT400 - Strategic Management for the Entrepreneurship Specialist,ENT,400,Strategic Management for the Entrepreneurship Specialist
ENT402 - Entrepreneurship and Small Business for the Non-Specialist,ENT,402,Entrepreneurship and Small Business for the Non-Specialist
ENT410 - Venture Marketing Expertise (Promise Skills),ENT,410,Venture Marketing Expertise (Promise Skills)
ENT411 - Venture Planning/Finance Expertise (Planning Skills),ENT,411,Venture Planning/Finance Expertise (Planning Skills)
ENT412 - Acquiring Expert Venture Cognitions,ENT,412,Acquiring Expert Venture Cognitions
ENT413 - Portfolio Practicum,ENT,413,Portfolio Practicum
ER250 - Experiential Learning in Ecological Restoration,ER,250,Experiential Learning in Ecological Restoration
ER311 - Principles and Concepts of Ecological Restoration,ER,311,Principles and Concepts of Ecological Restoration
ER312A - Field Study in Ecological Restoration I,ER,312A,Field Study in Ecological Restoration I
ER312B - Field Study in Ecological Restoration II,ER,312B,Field Study in Ecological Restoration II
ER313 - Biodiversity and Conservation Biology,ER,313,Biodiversity and Conservation Biology
"ER314 - Ethical, Legal and Policy Aspects of Environmental Restoration",ER,314,"Ethical, Legal and Policy Aspects of Environmental Restoration"
"ER325 - Ecosystems of British Columbia, Canada and the World",ER,325,"Ecosystems of British Columbia, Canada and the World"
ER326 - Traditional Systems of Land and Resource Management,ER,326,Traditional Systems of Land and Resource Management
ER327 - Ecorestoration Strategies: Case Studies,ER,327,Ecorestoration Strategies: Case Studies
ER328 - Forest Restoration and Sustainable Forestry,ER,328,Forest Restoration and Sustainable Forestry
ER329 - Mining Restoration,ER,329,Mining Restoration
ER331 - Urban Restoration and Sustainable Agricultural Systems,ER,331,Urban Restoration and Sustainable Agricultural Systems
ER332 - Selection and Propagation of Native Plants for Ecological Restoration,ER,332,Selection and Propagation of Native Plants for Ecological Restoration
ER334 - Soil Conservation and Restoration,ER,334,Soil Conservation and Restoration
ER335A - Restoration of Fresh Water Aquatic Systems,ER,335A,Restoration of Fresh Water Aquatic Systems
ER335B - Restoration of Marine Aquatic Systems,ER,335B,Restoration of Marine Aquatic Systems
ER336 - Science Communication for Ecological Restoration,ER,336,Science Communication for Ecological Restoration
ER337 - Fire Ecology,ER,337,Fire Ecology
ER338 - Special Topics in Environmental Restoration,ER,338,Special Topics in Environmental Restoration
ER352 - Non-Timber Forest Management and Sustainable Use in Major Forest Zones of BC,ER,352,Non-Timber Forest Management and Sustainable Use in Major Forest Zones of BC
ER390 - Environmental Restoration Project,ER,390,Environmental Restoration Project
ER400 - Seminar in Environmental Restoration,ER,400,Seminar in Environmental Restoration
ER412 - Galiano Island Field Study,ER,412,Galiano Island Field Study
ER490 - Directed Studies,ER,490,Directed Studies
ES200 - Introduction to Environmental Studies,ES,200,Introduction to Environmental Studies
ES240 - Ecological Processes,ES,240,Ecological Processes
ES250 - Experiential Learning in Ecological Restoration,ES,250,Experiential Learning in Ecological Restoration
ES301 - Political Ecology,ES,301,Political Ecology
"ES302 - Capitalism, Justice and Sustainability",ES,302,"Capitalism, Justice and Sustainability"
ES312 - Environmental Economics,ES,312,Environmental Economics
ES314 - Philosophy and the Environment,ES,314,Philosophy and the Environment
